user_id,bot,rate,opinion_tweet,friend_names,stubborn
15289575,0,10,0.58253,"428333,612473,688483,742143,759251,783214,807095,820585,896221,972651,980611,1106501,1652541,1781551,1917731,2488541,2836421,2884771,2996801,3108351,4207961,4248211,4923811,5336752,5392522,5556352,5741722,6092972,6173842,6392972,6539592,6751172,7141302,7458942,7651862,7744592,7848802,8567882,8839632,8921662,8953122,9300262,9532402,9589252,9763482,9907172,9942272,10069612,11134252,11621822,11640472,11771512,11856892,11866582,12133382,12245632,12266442,12434632,12491732,13215382,13221302,13393052,13493302,13524182,13709152,13850422,14062180,14094741,14129936,14165865,14173315,14247236,14251225,14268812,14270329,14270650,14293310,14328066,14336049,14345062,14354091,14377605,14408989,14412533,14434063,14437914,14464995,14466538,14481453,14511951,14513611,14515799,14529929,14602259,14649254,14676022,14677919,14700316,14717197,14812700,14834340,14854462,14962779,14982804,14996609,14997156,15012486,15065434,15094659,15099539,15147042,15164565,15195679,15224867,15268490,15298971,15371215,15380529,15441965,15458694,15473574,15483390,15554922,15610400,15636502,15641893,15662282,15675013,15675138,15691197,15726077,15727317,15727697,15730804,15754281,15873811,15901113,15931637,15976705,15985218,16006592,16012783,16016427,16017475,16045268,16071868,16072058,16076032,16113639,16116288,16133076,16153562,16157855,16192701,16223927,16250929,16304262,16332326,16342263,16405372,16473427,16630836,16642424,16687237,16858755,16906137,16935292,16955991,17004618,17006036,17006157,17011177,17017636,17031374,17041374,17086831,17134268,17291393,17301707,17400752,17408254,17469492,17497270,17539413,17565514,17681823,17796440,17858291,17875770,17889737,17890304,18082945,18088211,18191927,18228898,18320874,18363255,18364847,18382184,18400972,18414460,18451200,18483704,18511475,18646108,18678924,18750294,18776410,18893580,18948541,18963809,19084896,19158523,19243602,19316267,19329393,19362341,19374017,19393766,19416225,19417492,19471123,19490299,19553409,19568591,19570515,19608297,19634106,19665244,19757002,19778061,19800430,19824430,19847765,19865528,19867477,19877186,20150502,20189287,20196258,20222744,20285726,20447242,20511649,20525702,20608910,20733972,20772763,20953701,20978103,21111883,21111896,21118985,21221064,21252618,21265109,21268897,21308157,21316253,21348880,21370484,21406740,21414576,21419504,21447363,21461359,21612122,21612942,21634627,21674448,21696279,21765244,21839895,21862217,21918310,21982720,21985132,22089567,22103425,22109355,22146175,22162854,22316582,22379289,22447339,22527970,22528070,22530874,22545453,22563843,22642788,22650211,22677427,22695433,22756947,22771961,22783783,22888940,22935653,23020007,23024099,23112236,23166750,23232204,23233038,23394667,23578274,23598656,23959413,23966894,23995748,13407,5610592,5997632,6439652",0
21332759,0,1,0.94329,,1
18992800,0,9,0.57414,"428333,759251,783214,807095,1831831,1917731,3108351,4207961,7938112,8953122,13393052,14173315,14529929,14594844,14677919,14780915,15146558,15224867,15445129,15573751,16017475,16374678,17006157,17329869,18228898,18494981,18812301,18992770,18993263,19781646,20097362,21447363,21534951,22037861,23339260",0
15657533,0,2,0.57182,"428333,612473,621523,742143,759251,783214,786764,807095,972651,1344951,1652541,1994321,2097571,2836421,3108351,3512101,5392522,5709522,5856182,6267962,6375322,6473022,6573342,7309052,7589572,8442372,8839632,8973062,9300262,9730672,10070162,10228272,12455302,14073022,14157788,14173315,14293310,14460241,14511951,14563724,14569869,14581421,14699024,14700316,14764714,14892330,15066876,15110357,15224867,15234546,15268577,15270502,15458694,15486163,15531387,15575630,15814799,15848824,15917909,16012783,16017475,16042794,16076032,16343974,16435865,16474781,16513349,16559786,16589206,16973333,17004618,17006157,17062358,17094311,17243582,17336423,17469492,17668544,17678129,17682117,17737614,17746914,17833359,17834118,17853818,17919393,18017678,18138592,18643437,18761673,18809812,18949349,18949452,19011697,19015055,19016842,19017675,19058678,19062754,19409079,19424427,19509690,19527964,19805914,19902709,19906615,19935824,19983221,20098015,20235370,20402945,20421004,20562637,20608910,20631422,20680237,20733972,20915739,21125904,21316253,21323268,21439144,21573897,21857173,21866939,21962814,21982720,22129280,22138134,22369602,22587869,22603367,22803302,22825951,23030211,23236086,23359503,23839835,23922797,6590,2331451,3165241",0
16624996,0,15,0.57925,"1344951,14815420,15033883,16076032,16589206,16952174,17383707,17680050,18948541,18950185,19580890,20282100",0
22621383,0,200,0.907061849535,,1
21168466,0,13,0.57985,"13393052,14746298,16086928,18228898,19329393",0
17819298,0,2,0.5759,"428333,14085099,14739189,15635604,15754281,16312576,17548198,24000421",0
6474082,0,21,0.58166,"1081,696163,756278,783374,788673,862741,1159251,5657162,5763262,7380362,8953122,11435642,13096002,13362972,14051156,14155052,14367669,14476063,14563376,14579548,15078306,15085507,15235815,15680097,16002085,16017475,16249938,16792453,17064600,17119506,18920834,19530289,20465412,21604764,22141633,23487853,23750409",0
22862623,0,11,0.57467,"76,428333,742143,759251,783214,807095,972651,1367531,1652541,1917731,2097571,2768501,2836421,2884771,3108351,4207961,5392522,5741722,7215512,7744592,8567882,8839632,9300262,9567972,9763482,9783422,12133382,13393052,13872282,14050550,14062180,14067742,14135350,14173315,14177942,14211946,14293310,14437914,14511951,14677919,14700316,14715424,14722589,14788764,14838173,15012486,15125592,15164565,15219854,15224867,15442150,15458694,15463610,15468555,15728098,15754281,15816711,15914126,15996661,16002507,16012783,16060663,16072660,16191760,16565422,16632237,16639736,16674057,16834491,17011177,17086831,17100518,17134268,17176391,17291393,17469289,17642747,17752640,18005434,18042484,18087649,18149142,18812301,18989378,19142796,19264279,19402577,19568591,19615938,19738093,19796978,20562637,20608910,21111896,21154990,21215394,21277036,22650211,22847203,23202061,23275736,23893855,1362351,10440192",0
16654242,0,8,0.59177,"4207961,14221917,14247236,15224867,15473574",0
4084701,0,8,0.58938,"742143,4207961,5392522,7392352,8262112,11163312,12681982,13081452,14137844,14247236,15379873,19198709,19326389,19638751,19877186",0
22024999,0,13,0.58751,"755504,807095,820585,1106501,3497941,4099171,4207961,4282171,5392522,7860902,8892822,8953122,9942272,11744152,11866582,12096202,13393052,14177942,14215322,14221917,14235543,14270650,14294167,14317810,14377605,14511951,14529929,14981648,14982804,15598207,15608555,15690771,15690888,15727317,15837659,15897147,15907183,15935383,15976705,16106306,16247029,16314021,16378093,16442379,16504032,16582131,16638693,16912124,16964008,17006036,17006157,17011177,17236830,17565514,17618784,18018355,18101713,18169589,19166519,19227177,19387798,19530289,19606528,19877186,20021479,20110424,20772763,20919626,21148293,21344507,21538116,21622992,21688902,21879831,21982720,22084427,22113969,22162854,22304657,22642788,23124511,23465125,1966071",0
19368726,0,9,0.57961,"612473,7076492,7589572,14569869,16042794,16513349,16973333,16998020,17062358,17336372,18505218,19064312,19906615,20098015,20159596,20344826,21103571,21496838,21866939,23749478,11419722",0
6042912,0,5,0.59101,"1183041,12513472,13393052,14298769,14529929,15947277,18018355,22316978",0
19204182,0,2,0.58509,"783214,807095,1183041,5392522,12133382,14167540,14181273,14333918,14437914,14579548,15863944,16045268,18898038,23662741",0
8308222,0,14,0.60378,"586,13055,43553,612473,624413,717313,807095,1035491,1236101,1501471,1652541,3108351,5524952,6245902,6562172,7179142,7900962,8255752,8953122,10779412,10950722,10952962,13393052,14118292,14148802,14247236,14253109,14276189,14464766,14671775,14986408,15433452,15441965,15536076,15577545,15730804,15800940,15985111,16036611,16054093,16120265,16343974,16589206,16792453,17477864,17722477,18228898,18359716,18382184,18753685,18997068,20012063,22545453,22813469,23922797,814256",0
22795564,0,6,0.59561,"5023551,7406952,7577772,8363232,11395432,11446092,11690752,14139947,14442100,15026000,15091907,15384060,15501576,15574906,15664960,16047998,16558821,16569663,16589206,16600626,16613670,16635896,17329654,17375079,17442710,17465495,17701801,18516117,18842500,18857913,19160434,19307135,19521477,19701790,20736323,21095241,21462959,21734850,22030045,22335659,22526677,22855797,22986631,23215824,24007389",0
15790333,0,1111,0.60704,"586,3365,36823,69053,223373,428333,742143,759251,807095,820585,980611,1106501,1175221,1652541,1917731,2836421,2883841,2884771,3108351,4207961,5360012,5392522,5808612,5990782,6013442,7392352,7784732,7860902,8431652,8736882,8953122,9300262,10222862,10228272,11856032,11856892,11866582,11991612,12133382,12615912,13493302,13524182,13850422,14185317,14222536,14247236,14266637,14293310,14295657,14345062,14377605,14412533,14434063,14437914,14511951,14515799,14526877,14529929,14541184,14588748,14676022,14717197,14940354,14946636,14997156,15049826,15115280,15164565,15182798,15224867,15368940,15455253,15458694,15554072,15597820,15639786,15641893,15675138,15723290,15727317,15730467,15754851,15808218,15946404,15950681,15976705,15985111,16006592,16012783,16017475,16050065,16146074,16146535,16244449,16249938,16250929,16312576,16353245,16374678,16397507,16441325,16711026,16723838,16815644,16868321,16886925,16912124,16935292,16955991,17004618,17008726,17011177,17017636,17169100,17301707,17379685,17562569,17565514,17718497,18082945,18164272,18172905,18344104,18353495,18397725,18459548,18464266,18730571,18766459,18787733,18825344,18963809,19038210,19088288,19329393,19360844,19362341,19468364,19568591,19712795,19740592,20012204,20067354,20182089,20477352,20516403,20608910,20733757,20772763,21027387,21111896,21119050,21156659,21212087,21238828,21253935,21316253,21448718,21631041,21634627,21705181,21717987,21728303,21862217,21879831,21915551,21964694,21982720,22118470,22650211,22771961,22799750,23255247,23518723,23605505,6306892,9547152",0
23924822,0,1,0.57383,"428333,742143,759251,807095,1367531,1652541,2097571,2834511,3108351,5734902,9204502,14511951,15012486,15754281,16153562,16273831,17875848,18047862,18949452,19232587",0
20640505,0,1,0.975838,,1
21180073,0,10,0.57869,"12,428333,742143,759251,807095,972651,1183041,1917731,2097571,2836421,2883841,2884771,3108351,4207961,5360012,5741722,6210882,6539592,7215512,7744592,8839632,8914942,11866582,12340562,13393052,14062180,14192558,14222536,14229194,14247236,14293310,14415143,14677919,14725343,14780915,14940354,15033883,15224867,15279429,15381952,15458694,15576928,15610046,15730467,15754281,15987988,16000356,16002085,16027653,16042794,16245840,16289896,16312576,16359233,16372633,16711026,16912124,17017636,17033125,17094311,17446621,17453527,17525171,18101713,18125335,18155180,18169589,18627768,19362341,19538986,19546942,19621110,19625120,19923638,20182089,20344826,20455625,21111883,22080646,22419345,22685200,22729901,22822407,23258865,23578176,23680913,23839835,6125642",0
19259689,0,6,0.54896,"1367531,5693842,10781052,11991142,14507305,14525217,14884472,15987245,16032925,16101682,16193222,17995040,18791763,19268706,19417492,20713061,21010214,22194235,23257880",0
19914203,0,4,0.56179,"428333,612473,759251,783214,15669672,16589206,17537467,17895820,18643437,19017675,20878297",0
16413659,0,9,0.57859,"428333,742143,759251,807095,1183041,1917731,2836421,3108351,4207961,5392522,5741722,7780982,8892822,8953122,9166602,9300262,10111462,11350892,11819452,12096202,12302932,13393052,13493302,14148802,14293310,14348594,14377605,14466538,14511951,14529929,14676022,14677919,14705027,14780915,15033883,15164565,15224867,15279429,15387839,15458694,15553222,15635604,15667291,15675138,15681597,15754281,15856174,16012783,16017475,16041234,16076032,16153562,16312576,16343974,16409018,16820414,16848539,16935292,16955991,16973333,16986563,17006157,17158189,17243247,17375057,17446621,17525171,17732153,18131961,18627768,19260016,19568591,19608297,19646022,19870967,19877186,20110424,20632528,20900209,21148293,21982720,22080646,22084427,22988916,23314049,23680913,23827692",0
20207265,0,5,0.57885,"783214,856741,858051,1367531,7237532,8402052,11134252,13393052,13850422,14193454,14246657,14276734,14377605,14780915,14857525,15518172,15843059,15967225,15976697,15996661,16074627,16076032,16247029,17008575,17905508,18163032,18237848,18643437,18805644,19123904,19329324,19760382,20118767,21440926,21447363,22739318",0
14884463,0,1,0.58169,"6601682,7768402,10122292,13393052,14134141,14345294,14594844,15224867,15322793,15930882,16017475,16227630,16232920,16381558,16906137,17486893,17884196,18206878,18445681,19776121,19835771,20344826,20699502,21161755,22578537,22931893,23314049,3039471,4543101",0
18817162,0,1,0.58407,"7973972,18948541,19315920,19768193",0
19195249,0,23,0.57139,"58523,428333,640893,759251,807095,1106501,1652541,1917731,2195241,2568461,3108351,4207961,5392522,5633152,6044272,6267962,6580122,7215512,7228682,7458942,7848802,8953122,9300262,9840002,12008602,12804862,13393052,13524182,13926542,14046504,14096763,14293310,14345062,14347972,14348157,14434063,14457121,14515799,14602259,14677919,14717197,14911886,15110357,15164565,15224867,15279429,15302774,15308973,15450996,15901113,15962264,15971299,16006592,16012783,16032925,16035887,16076032,16164636,16244449,16353245,16399949,16686673,16687344,16714443,16887628,16892481,16896057,17004618,17006157,17046924,17060573,17243582,17423588,17453548,17546958,18006752,18244206,18294521,18433784,18639738,18678924,18949452,18950712,18978610,19024627,19417492,19458818,19530289,19546277,20094138,20255418,20562637,20772763,21268897,21368060,21634627,21687766,22522178,22642788,23200125,23485648",0
14431801,0,3,0.58295,"1774511,6804822,7076492,13096002,14290222,14426048,14438306,14438407,14629339,17062358,19658819",0
17158439,0,2,0.6337,"980611,1652541,7794142,9300262,10222862,13404292,14940354,15473574,16005484,16289549,16906137,17006157,10255852",0
23102766,0,8,0.57267,"428333,759251,781066,2883841,3056391,5145791,5526202,6173842,6539592,11434152,12700842,14293310,14304462,14511951,15006825,15040988,15138087,15224867,15254158,15332699,15420729,15680097,15681171,15736444,15750898,16012783,16104643,16313405,16374678,16437606,16446761,16743886,17202594,17308428,17468642,17544442,17728849,17736472,17833574,17892970,18028359,18423959,18722223,18948541,19050461,19196229,19261917,19329393,19877186,19905217,20418811,20485214,20514859,20520465,20545688,20560872,20625442,21148293,21777727,21782956,22159063,22190668,22779321,23517017,23680913,23827692,7437642,7846072",0
19801415,0,67,0.58463,"1084,36823,971761,972651,1090141,2100521,4207961,5062021,7768402,7900962,8622212,12266442,13393052,14529929,14594844,14641347,14677919,14690016,14762429,14860076,14982804,15300655,15420729,15576928,15649438,15907183,16077147,16160036,16254381,16265742,16306235,16504257,16848539,17074652,17158189,17446621,17468528,17565514,17732153,17794636,17949127,18131961,18169589,18228898,18586126,18638800,19166519,19768193,20110424,20643592,20798630,21212087,22084427,22162854,22190668,22749632,23578176,13740,9644282",0
17828523,0,1,0.986383,,1
